Incident Type;Hazards;Hazard Paths;Origins;Date
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;australia;28-3-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;united states;28-3-2018
alert;ochratoxin a;mycotoxin > ochratoxin > ochratoxin a;denmark;28-3-2018
alert;poor temperature control;poor or insufficient controls > improper conditions > poor temperature control;united states;27-3-2018
food;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;26-3-2018
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;23-3-2018
border rejection;pesticides;pesticides;india;22-3-2018
food;glass fragment;glass fragment;spain;21-3-2018
food;glass fragment;glass fragment;belgium;20-3-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;20-3-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;20-3-2018
border rejection;pesticides;pesticides;india;20-3-2018
border rejection;unauthorised colour;unauthorised colour;china;19-3-2018
border rejection;unauthorised colour;unauthorised colour;china;19-3-2018
border rejection;pesticides;pesticides;vietnam;19-3-2018
border rejection;pesticides;pesticides;pakistan;19-3-2018
border rejection;unauthorised colour;unauthorised colour;china;19-3-2018
border rejection;unauthorised colour;unauthorised colour;china;19-3-2018
food;soybeans and products thereof;soybeans and products thereof;italy;16-3-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;united states;16-3-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;thailand;16-3-2018
alert;pieces of wood;pieces of wood;germany;15-3-2018
food;unauthorised genetically modified;gmo > unauthorised genetically modified;china;14-3-2018
alert;insects;insects;united kingdom;13-3-2018
border rejection;tebuconazole, isoprothiolane;pesticides > triazole > tebuconazole, pesticides > isoprothiolane;india;13-3-2018
border rejection;tebuconazole, isoprothiolane;pesticides > triazole > tebuconazole, pesticides > isoprothiolane;india;13-3-2018
border rejection;tebuconazole;pesticides > triazole > tebuconazole;india;13-3-2018
border rejection;pesticides;pesticides;united kingdom;12-3-2018
border rejection;thiamethoxam, tebuconazole;pesticides > neonicotinoid > thiamethoxam, pesticides > triazole > tebuconazole;india;9-3-2018
border rejection;tebuconazole, isoprothiolane, thiamethoxam;pesticides > triazole > tebuconazole, pesticides > isoprothiolane, pesticides > neonicotinoid > thiamethoxam;india;9-3-2018
border rejection;thiamethoxam, tebuconazole, isoprothiolane;pesticides > neonicotinoid > thiamethoxam, pesticides > triazole > tebuconazole, pesticides > isoprothiolane;india;9-3-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;canada;8-3-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;thailand;8-3-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;thailand;8-3-2018
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;canada;8-3-2018
border rejection;moulds;non-pathogenic microorganisms > moulds;thailand;8-3-2018
border rejection;inspection refusal;smuggling > inspection issues > inspection refusal;china;7-3-2018
border rejection;inspection refusal;smuggling > inspection issues > inspection refusal;china;7-3-2018
food;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;china;5-3-2018
alert;classification;other not classified > classification;canada;2-3-2018
alert;cereals containing gluten and products thereof;cereals containing gluten and products thereof;united states;1-3-2018
border rejection;carbendazim;pesticides > benzimidazole > carbendazim;vietnam;1-3-2018
alert;milk and products thereof, eggs and products thereof;milk and products thereof, eggs and products thereof;united states;1-3-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;peru;1-3-2018
border rejection;carbendazim;pesticides > benzimidazole > carbendazim;vietnam;1-3-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;peru;1-3-2018
border rejection;diphenylamine, isoprothiolane;pesticides > amine > diphenylamine, pesticides > isoprothiolane;china;28-2-2018
border rejection;pesticides;pesticides;india;27-2-2018
border rejection;pesticides;pesticides;india;27-2-2018
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;china;26-2-2018
border rejection;inadequate processing;processing > inadequate processing;china;26-2-2018
border rejection;pesticides;pesticides;india;26-2-2018
border rejection;pesticides;pesticides;india;26-2-2018
border rejection;pesticides;pesticides;india;26-2-2018
border rejection;inadequate processing;processing > inadequate processing;jamaica;26-2-2018
border rejection;triazophos;pesticides > organophosphate > triazophos;india;26-2-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;united states;23-2-2018
food;milk and products thereof;milk and products thereof;sweden;23-2-2018
food;glass fragment;glass fragment;spain;23-2-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;thailand;23-2-2018
border rejection;pesticides;pesticides;united kingdom;23-2-2018
border rejection;deterioration, moulds, abnormal smell;deterioration, non-pathogenic microorganisms > moulds, abnormal smell;canada;23-2-2018
border rejection;pesticides;pesticides;india;22-2-2018
border rejection;pesticides;pesticides;united kingdom;15-2-2018
alert;cereals containing gluten and products thereof;cereals containing gluten and products thereof;germany;14-2-2018
border rejection;pesticides;pesticides;pakistan;14-2-2018
border rejection;inspection refusal;smuggling > inspection issues > inspection refusal;china;14-2-2018
alert;cereals containing gluten and products thereof;cereals containing gluten and products thereof;germany;10-2-2018
alert;classification;other not classified > classification;canada;9-2-2018
food;cereals containing gluten and products thereof;cereals containing gluten and products thereof;belgium;9-2-2018
border rejection;thiamethoxam, tebuconazole, isoprothiolane, carbendazim, buprofesin;pesticides > neonicotinoid > thiamethoxam, pesticides > triazole > tebuconazole, pesticides > isoprothiolane, pesticides > benzimidazole > carbendazim, pesticides > unclassified > buprofesin;india;9-2-2018
border rejection;thiamethoxam;pesticides > neonicotinoid > thiamethoxam;india;9-2-2018
border rejection;unauthorised colour;unauthorised colour;mexico;8-2-2018
border rejection;isoprothiolane;pesticides > isoprothiolane;india;8-2-2018
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;8-2-2018
border rejection;isoprothiolane;pesticides > isoprothiolane;india;8-2-2018
border rejection;isoprothiolane;pesticides > isoprothiolane;india;8-2-2018
border rejection;deterioration, moulds, abnormal smell;deterioration, non-pathogenic microorganisms > moulds, abnormal smell;united states;7-2-2018
border rejection;isoprothiolane;pesticides > isoprothiolane;united kingdom;6-2-2018
border rejection;isoprothiolane;pesticides > isoprothiolane;united kingdom;6-2-2018
alert;insects;insects;canada;6-2-2018
alert;cereals containing gluten and products thereof;cereals containing gluten and products thereof;netherlands;5-2-2018
alert;cereals containing gluten and products thereof;cereals containing gluten and products thereof;netherlands;2-2-2018
border rejection;too low content of nitrite;composition > too low content of nitrite;malaysia;1-2-2018
border rejection;moulds;non-pathogenic microorganisms > moulds;sweden;1-2-2018
food;aflatoxin;mycotoxin > aflatoxin;pakistan;1-2-2018
border rejection;moulds;non-pathogenic microorganisms > moulds;sweden;1-2-2018
border rejection;buprofesin;pesticides > unclassified > buprofesin;india;1-2-2018
border rejection;excessive humidity;excessive humidity;australia;1-2-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;pakistan;31-1-2018
border rejection;inadequate processing;processing > inadequate processing;philippines;31-1-2018
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;pakistan;31-1-2018
border rejection;pesticides;pesticides;india;29-1-2018
border rejection;pesticides;pesticides;india;29-1-2018
border rejection;pesticides;pesticides;india;29-1-2018
border rejection;pesticides;pesticides;india;29-1-2018
border rejection;pesticides;pesticides;india;29-1-2018
border rejection;pesticides;pesticides;india;29-1-2018
border rejection;misbranding, missing required nutrition information, unauthorised colour;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, unauthorised colour;mexico;26-1-2018
border rejection;missing required nutrition information, unauthorised colour;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, unauthorised colour;mexico;26-1-2018
border rejection;misbranding;labelling/misdescription > misbranding;mexico;26-1-2018
border rejection;misbranding, missing required nutrition information, incorrect labeling, unauthorised colour;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > incorrect labeling, unauthorised colour;mexico;26-1-2018
border rejection;unauthorised colour;unauthorised colour;mexico;26-1-2018
alert;milk and products thereof;milk and products thereof;united kingdom;26-1-2018
border rejection;unauthorised colour, unauthorised ingredient (fraud);unauthorised colour, unauthorised ingredient (fraud);mexico;26-1-2018
border rejection;missing required nutrition information, unauthorised colour;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, unauthorised colour;mexico;26-1-2018
border rejection;deterioration, moulds, abnormal smell;deterioration, non-pathogenic microorganisms > moulds, abnormal smell;united states;25-1-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;united states;25-1-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;australia;25-1-2018
border rejection;aflatoxin;mycotoxin > aflatoxin;united states;25-1-2018
border rejection;moulds, abnormal smell, salmonella molade;non-pathogenic microorganisms > moulds, abnormal smell, pathogen > pathogenic bacteria > salmonella > salmonella molade;australia;25-1-2018
border rejection;deterioration, moulds, abnormal smell, spoilage;deterioration, non-pathogenic microorganisms > moulds, abnormal smell, spoilage;australia;25-1-2018
border rejection;abnormal smell;abnormal smell;thailand;25-1-2018
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;thailand;25-1-2018
border rejection;pesticides;pesticides;china;23-1-2018
border rejection;pesticides;pesticides;china;23-1-2018
border rejection;pesticides;pesticides;india;23-1-2018
border rejection;pesticides;pesticides;pakistan;23-1-2018
border rejection;misbranding, missing required nutrition information;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;mexico;23-1-2018
border rejection;misbranding, missing required nutrition information, unauthorised colour, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, unauthorised colour, labelling/misdescription > insufficient labelling/documentation;ghana;23-1-2018
border rejection;pesticides;pesticides;india;22-1-2018
food;arsenic;heavy metals > arsenic;poland;19-1-2018
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;mexico;18-1-2018
border rejection;unauthorised colour;unauthorised colour;mexico;18-1-2018
border rejection;inspection refusal;smuggling > inspection issues > inspection refusal;china;17-1-2018
border rejection;tebuconazole;pesticides > triazole > tebuconazole;india;17-1-2018
border rejection;tebuconazole;pesticides > triazole > tebuconazole;india;17-1-2018
border rejection;tebuconazole;pesticides > triazole > tebuconazole;india;17-1-2018
border rejection;pesticides;pesticides;india;16-1-2018
border rejection;isoprothiolane, chlorpyrifos;pesticides > isoprothiolane, pesticides > organophosphate > chlorpyrifos;india;12-1-2018
border rejection;moulds, abnormal smell, salmonella molade;non-pathogenic microorganisms > moulds, abnormal smell, pathogen > pathogenic bacteria > salmonella > salmonella molade;canada;12-1-2018
