Incident Type;Specific Hazards;Hazard Subcategory Paths;Origins;Date
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;9-10-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;brazil;8-10-2003
border rejection;misbranding, missing required nutrition information, incorrect labeling;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > incorrect labeling;malaysia;1-10-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;1-10-2003
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;malaysia;1-10-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;malaysia;1-10-2003
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;26-9-2003
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;26-9-2003
border rejection;missing required nutrition information, salmonella;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, pathogen > pathogenic bacteria > salmonella;myanmar;24-9-2003
border rejection;spoilage, unfit for human consumption, foreign bodies;spoilage, poor or insufficient controls > unfit for human consumption;myanmar;23-9-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;23-9-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;18-9-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;12-9-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;9-9-2003
food;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);malaysia;8-9-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;colombia;4-9-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;3-9-2003
food;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;germany;29-8-2003
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;26-8-2003
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;26-8-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;25-8-2003
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;20-8-2003
food;prohibited substance chloramphenicol;residues of veterinary medicinal products > prohibited substance chloramphenicol;taiwan;12-8-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;malaysia;12-8-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;malaysia;11-8-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;canada;8-8-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;6-8-2003
food;fraud;;philippines;5-8-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;4-8-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;31-7-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;30-7-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;china;29-7-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;28-7-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;28-7-2003
food;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);india;28-7-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;28-7-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;23-7-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;18-7-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;17-7-2003
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;malaysia;30-6-2003
food;prohibited substance chloramphenicol;residues of veterinary medicinal products > prohibited substance chloramphenicol;benin;27-6-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;27-6-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;24-6-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;19-6-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;19-6-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;19-6-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;19-6-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;19-6-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;17-6-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;thailand;13-6-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;13-6-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;thailand;11-6-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;11-6-2003
border rejection;spoilage, unfit for human consumption, foreign bodies;spoilage, poor or insufficient controls > unfit for human consumption;myanmar;6-6-2003
food;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);ecuador;6-6-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;27-5-2003
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;21-5-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;21-5-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;20-5-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;20-5-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;20-5-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;14-5-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;14-5-2003
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;9-5-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;7-5-2003
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;7-5-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;7-5-2003
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;1-5-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;1-5-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;thailand;1-5-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;24-4-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;thailand;15-4-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;philippines;15-4-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;13-4-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;13-4-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;13-4-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;11-4-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;pakistan;11-4-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;11-4-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;8-4-2003
border rejection;poor hygienic state, salmonella;poor or insufficient controls > poor hygienic state, pathogen > pathogenic bacteria > salmonella;vietnam;8-4-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-4-2003
food;prohibited substance nitrofuran (metabolite) nitrofurazone (sem);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) nitrofurazone (sem);india;1-4-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;mexico;31-3-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;31-3-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;29-3-2003
border rejection;misbranding, missing required nutrition information, incorrect labeling, salmonella;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > incorrect labeling, pathogen > pathogenic bacteria > salmonella;vietnam;27-3-2003
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;27-3-2003
food;vibrio parahaemolyticus;pathogen > pathogenic bacteria > vibrio spp > vibrio parahaemolyticus;thailand;21-3-2003
food;vibrio parahaemolyticus;pathogen > pathogenic bacteria > vibrio spp > vibrio parahaemolyticus;malaysia;21-3-2003
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;thailand;17-3-2003
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;17-3-2003
